Name,Address,City,State,Code,Website,Tags
Ball- und Brauhaus Watzke,KÃ¶tzschenbroder Str. 1,Dresden,SN,1139,?,?
Brauhaus am WaldschlÃ¶sschen,Am Brauhaus 8b,Dresden,SN,1099,?,?
FeldschlÃ¶ÃŸchen AG,Cunnersdorfer Str. 25,Dresden,SN,1189,?,?
Gasthaus & Gosebrauerei Bayerischer Bahnhof,Bayerischer Platz 1,Leipzig,SN,,?,?
Radeberger Exportbierbrauerei,Dresdener Strae 2,Radeberg,SN,,?,?
WernesgrÃ¼ner Brauerei,Bergstrae 4,Steinberg/Sachsen,SN,,?,?
