Brewery,City,Name,Abv,Ibu,Srm,Tags
Brauerei Beck,Bremen,Beck's Light,?,?,?,german_lager|european_low_alcohol_lager
Brauerei Beck,Bremen,Beer,?,?,?,?
Brauerei Beck,Bremen,Dark,?,?,?,?
Brauerei Beck,Bremen,Haacke-Beck,?,?,?,?
Brauerei Beck,Bremen,Oktoberfest,?,?,?,german_lager|german_style_oktoberfest
Brauerei Beck,Bremen,St.Pauli Girl Beer,?,?,?,north_american_lager|american_style_lager
Brauerei Beck,Bremen,St.Pauli Girl Special Dark,?,?,?,?
