Brewery,City,Name,Abv,Ibu,Srm,Tags
Holsten-Brauerei,Hamburg,Astra Urtyp,?,?,?,?
Holsten-Brauerei,Hamburg,Duckstein Alt,?,?,?,north_american_ale|american_style_brown_ale
Holsten-Brauerei,Hamburg,Edel,?,?,?,?
