Name,Address,City,State,Code,Website,Tags
Berliner Kindl Brauerei AG,Werbellinstrasse 50,Berlin,BE,,?,?
Berliner-Kindl-Schultheiss-Brauerei,Indira-Ghandi-Strae 66-69,Berlin,BE,,?,?
