Brewery,City,Name,Abv,Ibu,Srm,Tags
Berliner Kindl Brauerei AG,Berlin,Weisse,?,?,?,?
Berliner-Kindl-Schultheiss-Brauerei,Berlin,Original Berliner Weisse,?,?,?,?
